Numeric counter for order in THOMAS data from 93rd - 110th Congresses,"Legislator name, as given in THOMAS","ICPSR number, according to Poole and Rosenthal",Congress number,Year at start of Congress,Two-letter state code,Congressional district number,1 = Democrat,Year first elected to House,1 = female,Percent vote received to enter this Congress,First-dimension DW-NOMINATE score,Second-dimension DW-NOMINATE score,Size of House delegation from member's state,1= Speaker,"1 = subcommittee chair (or vice chair), according to Almanac of American Politic",1 = African American,1 = Latino/a,votepct squared,"1 = Member of Appropriation, Rules, or Ways and Means","1 = committee chair, according to Almanac of American Politics",1 = served in state legislature,state_leg * state legislature professionalism,1 = majority party member,1 = Majority party leadership,1 = Minority party leadership,Absolute distance from floor median (DW-NOMINATE),Absolute distance from majority party median (DW-NOMINATE),"Dummy = 1 if in first partial or full term, nonconsecutive","Seniority, number of terms served counting current",Number of members in Party (0 = Indep),LES Classic Rank within Party,"100=Dem, 200=Rep, Other",Name in bioguide,Indicator for member in bioguide,Year born,"Year died, as of 2020",Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number of commemorative standalone bills receiving action beyond committee,Number of commemorative standalone bills passing House,Number of commemorative standalone bills becoming law,Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number of substantive standalone bills receiving action beyond committee,Number of substantive standalone bills passing House,Number of substantive standalone bills becoming law,Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number of substantive and significant standalone bills receiving action beyond c,Number of substantive and significant standalone bills passing House,Number of substantive and significant standalone bills becoming law,LES 1.0,Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number commem bills with action beyond committee (inc in other leg vehicles),Number commemorative bills passing House (inc in other leg vehicles),Number commemorative bills becoming law (inc in other leg vehicles),Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number substantive bills with action beyond committee (inc in other leg vehicles,Number substantive bills passing House (inc in other leg vehicles),Number substantive bills becoming law (inc in other leg vehicles),Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number S&S bills with action beyond committee (inc in other leg vehicles),Number S&S bills passing House (inc in other leg vehicles),Number S&S bills becoming law (inc in other leg vehicles),LES 2.0,LES 2.0 Benchmarks,LES2.0/Benchmark2.0,"1 = Below, 2 = Meets, 3 = Exceeds LES 2.0 Benchmarks",Total number of bills sponsored by this member,Total bills passing House (inc in other leg vehicles),Total number of bills receiving action in committee,Total bills receiving action beyond committee (inc in other leg vehicles),Total bills becoming law (inc in other leg vehicles),Total number of bills sponsored by this member,Total number of standalone bills passing House,Total number of bills receiving action in committee,Total number of standalone bills receiving action beyond committee,Total number of standalone bills becoming law,"Benchmark score (Classic) based on majority, seniority, chairs",LES/benchmark (Classic),"1 = Below, 2 = Meets, 3 = Above, Based on Classic LES",Lagged LES 1.0,Lagged LES 2.0,LES 2.0 Rank within Party
10404,"Gooden, Lance",21925,116,2019,TX,5,0,2018,0,62,1,0,36,0,0,0,0,3844,0,0,1,0,0,0,0,1,1,1,1,205,172,200,"GOODEN, Lance",G000589,1982,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,0,1,,,
10405,"Gosar, Paul",21103,116,2019,AZ,4,0,2010,0,68,1,0,9,0,0,0,0,4624,0,0,0,0,0,0,0,1,1,0,4,205,36,200,"GOSAR, Paul",G000565,1958,,1,1,1,1,1,30,3,3,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,31,1,4,4,1,1,2,3,2,,
10406,"Gottheimer, Josh",21723,116,2019,NJ,5,1,2016,0,56,0,0,12,0,0,0,0,3136,0,0,0,0,1,0,0,0,0,0,2,240,151,100,"GOTTHEIMER, Josh S.",G000583,1975,,0,0,0,0,0,20,1,3,3,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,20,3,1,3,0,1,1,2,1,,
10407,"Granger, Kay",29762,116,2019,TX,12,0,1996,1,64,0,0,36,0,0,0,0,4096,1,0,0,0,0,0,0,1,1,0,12,205,205,200,"GRANGER, Kay",G000377,1943,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,2,,
10408,"Graves, Garret",21523,116,2019,LA,6,0,2014,0,70,0,0,6,0,0,0,0,4900,0,0,0,0,0,0,0,1,1,0,3,205,5,200,"GRAVES, Garret",G000577,1972,,0,0,0,0,0,14,3,4,3,2,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,14,3,3,4,2,0,4,3,1,,
10409,"Graves, Sam",20124,116,2019,MO,6,0,2000,0,65,0,0,8,0,0,0,0,4225,0,0,1,0,0,0,0,1,1,0,10,205,60,200,"GRAVES, Samuel",G000546,1963,,0,0,0,0,0,8,2,2,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,8,2,2,2,0,1,1,2,0,,
10410,"Graves, Tom",20962,116,2019,GA,14,0,2010,0,77,1,0,14,0,0,0,0,5929,0,0,1,0,0,0,0,1,1,0,5,205,200,200,"GRAVES, Tom",G000560,1970,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,1,0,,
10411,"Green, Al",20529,116,2019,TX,9,1,2004,0,89,0,0,36,0,1,1,0,7921,0,0,0,0,1,0,0,0,0,0,8,240,94,100,"GREEN, Al",G000553,1947,,2,0,0,0,0,31,4,5,3,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,33,3,4,5,0,1,1,2,0,,
10412,"Green, Mark",21926,116,2019,TN,7,0,2018,0,67,1,0,9,0,0,0,0,4489,0,0,1,0,0,0,0,1,1,1,1,205,78,200,"GREEN, Mark",G000590,1964,,0,0,0,0,0,18,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,18,1,1,1,0,0,1,2,,,
10413,"Griffith, H. Morgan",21191,116,2019,VA,9,0,2010,0,65,1,0,11,0,0,0,0,4225,0,0,1,0,0,0,0,1,1,0,5,205,72,200,"GRIFFITH, H. Morgan",G000568,1958,,1,0,0,0,0,25,1,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,26,1,1,1,0,1,1,2,3,,
10414,"Grijalva, Raul",20305,116,2019,AZ,3,1,2002,0,64,-1,0,9,0,0,0,1,4096,0,1,0,0,1,0,0,0,0,0,9,240,14,100,"GRIJALVA, Ra̼l M.",G000551,1948,,0,0,0,0,0,33,15,9,3,1,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,33,3,15,9,1,3,1,2,1,,
10415,"Grothman, Glenn",21559,116,2019,WI,6,0,2014,0,56,1,0,8,0,0,0,0,3136,0,0,1,0,0,0,0,1,1,0,3,205,138,200,"GROTHMAN, Glenn",G000576,1955,,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,0,0,0,0,1,0,,
10416,"Guest, Michael",21927,116,2019,MS,3,0,2018,0,62,0,0,4,0,0,0,0,3844,0,0,0,0,0,0,0,1,1,1,1,205,30,200,"GUEST, Michael",G000591,1970,,1,1,1,1,1,5,1,1,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,6,2,2,2,2,0,2,3,,,
10417,"Guthrie, Brett",20916,116,2019,KY,2,0,2008,0,67,0,0,6,0,0,0,0,4489,0,0,1,0,0,0,0,1,1,0,6,205,23,200,"GUTHRIE, Brett",G000558,1964,,0,0,0,0,0,9,2,2,2,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,9,2,2,2,1,1,2,3,3,,
10418,"Haaland, Debra",21928,116,2019,NM,1,1,2018,1,59,0,0,3,0,1,0,0,3481,0,0,0,0,1,0,0,0,0,1,1,240,107,100,"HAALAND, Debra",H001080,1960,,1,0,0,0,0,38,6,5,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,39,0,6,5,0,1,1,2,,,
10419,"Hagedorn, Jim",21929,116,2019,MN,1,0,2018,0,50,0,0,8,0,0,0,0,2500,0,0,0,0,0,0,0,1,1,1,1,205,101,200,"HAGEDORN, Jim",H001088,1962,,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,0,0,1,2,,,
10420,"Hall, Kwanza",21991,116,2019,GA,5,1,2020,0,54,,,14,0,0,1,0,2916,0,0,0,0,1,0,0,,,1,1,240,239,100,"HALL, Kwanza",H001092,1971,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,1,0,1,,,
10421,"Harder, Josh",21930,116,2019,CA,10,1,2018,0,52,0,1,53,0,0,0,0,2704,0,0,0,0,1,0,0,0,0,1,1,240,43,100,"HARDER, Josh",H001090,1986,,0,0,0,0,0,40,4,3,2,2,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,40,2,4,3,2,1,2,3,,,
10422,"Harris, Andy",21139,116,2019,MD,1,0,2010,0,60,1,0,8,0,0,0,0,3600,1,0,1,0,0,0,0,1,1,0,5,205,201,200,"HARRIS, Andy",H001052,1957,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,1,0,,
10423,"Hartzler, Vicky",21149,116,2019,MO,4,0,2010,1,65,0,0,8,0,0,0,0,4225,0,0,1,0,0,0,0,1,1,0,5,205,27,200,"HARTZLER, Vicky",H001053,1960,,0,0,0,0,0,20,2,1,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,20,1,2,1,1,1,2,3,1,,
10424,"Hastings, Alcee",29337,116,2019,FL,20,1,1992,0,100,-1,0,27,0,1,1,0,10000,1,0,0,0,1,0,0,0,0,0,14,240,222,100,"HASTINGS, Alcee Lamar",H000324,1936,,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,27,0,0,0,0,2,0,1,0,,
10425,"Hayes, Jahana",21931,116,2019,CT,5,1,2018,1,56,0,0,5,0,0,1,0,3136,0,0,0,0,1,0,0,0,0,1,1,240,211,100,"HAYES, Jahana",H001081,1973,,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,19,0,2,0,0,1,0,1,,,
10426,"Heck, Denny",21369,116,2019,WA,10,1,2012,0,62,0,0,10,0,0,0,0,3844,0,0,1,0,1,0,0,0,0,0,4,240,96,100,"HECK, Denny",H001064,1952,,1,1,1,1,1,18,4,4,3,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,19,4,5,5,1,1,1,2,0,,
10427,"Hern, Kevin",21760,116,2019,OK,1,0,2018,0,59,1,0,5,0,0,0,0,3481,0,0,0,0,0,0,0,1,1,1,1,205,89,200,"HERN, Kevin",H001082,1961,,1,0,0,0,0,11,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,1,0,0,1,2,,,
10428,"Herrera Beutler, Jaime",21187,116,2019,WA,3,0,2010,1,53,0,0,10,0,0,0,1,2809,1,0,1,0,0,0,0,1,1,0,5,205,161,200,"HERRERA BEUTLER, Jaime",H001056,1978,,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,1,0,1,2,,
10429,"Hice, Jody",21514,116,2019,GA,10,0,2014,0,63,1,0,14,0,0,0,0,3969,0,0,0,0,0,0,0,1,1,0,3,205,46,200,"HICE, Jody Brownlow",H001071,1960,,0,0,0,0,0,12,3,3,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,12,2,3,3,0,0,2,3,1,,
10430,"Higgins, Brian",20519,116,2019,NY,26,1,2004,0,73,0,0,27,0,0,0,0,5329,1,0,1,0,1,0,0,0,0,0,8,240,224,100,"HIGGINS, Brian",H001038,1959,,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,17,0,1,0,0,1,0,1,0,,
10431,"Higgins, Clay",21724,116,2019,LA,3,0,2016,0,56,1,0,6,0,0,0,0,3136,0,0,0,0,0,0,0,1,1,0,2,205,19,200,"HIGGINS, Clay",H001077,1961,,0,0,0,0,0,19,3,3,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,19,1,3,3,1,0,3,3,1,,
10432,"Hill, French",21503,116,2019,AR,2,0,2014,0,52,0,0,4,0,0,0,0,2704,0,0,0,0,0,0,0,1,1,0,3,205,15,200,"HILL, French",H001072,1956,,1,0,0,0,0,19,2,3,3,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,20,3,2,3,1,0,3,3,3,,
10433,"Hill, Katie",21932,116,2019,CA,25,1,2018,1,54,0,0,53,0,0,0,0,2916,0,0,0,0,1,0,0,0,0,1,1,240,225,100,"HILL, Katie",H001087,1987,,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,1,0,1,0,1,,,
10434,"Himes, James",20907,116,2019,CT,4,1,2008,0,61,0,0,5,0,1,0,0,3721,0,0,0,0,1,0,0,0,0,0,6,240,95,100,"HIMES, James A.",H001047,1966,,0,0,0,0,0,10,3,3,2,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,10,2,3,3,1,1,1,2,1,,
10435,"Holding, George",21349,116,2019,NC,2,0,2012,0,51,1,0,13,0,0,0,0,2601,1,0,0,0,0,0,0,1,1,0,4,205,173,200,"HOLDING, George E.B.",H001065,1968,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,1,0,1,0,,
10436,"Hollingsworth, Trey",21725,116,2019,IN,9,0,2016,0,57,0,0,9,0,0,0,0,3249,0,0,0,0,0,0,0,1,1,0,2,205,164,200,"HOLLINGSWORTH, Joseph Albert III",H001074,1983,,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,1,1,,
10437,"Horn, Kendra",21933,116,2019,OK,5,1,2018,1,51,0,1,5,0,1,0,0,2601,0,0,0,0,1,0,0,0,0,1,1,240,203,100,"HORN, Kendra",H001083,1976,,1,1,1,1,1,19,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,20,1,2,1,1,1,0,1,,,
10438,"Horsford, Steven",21339,116,2019,NV,4,1,2012,0,52,0,0,4,0,0,1,0,2704,1,0,1,0,1,0,0,0,0,0,2,240,217,100,"HORSFORD, Steven",H001066,1973,,1,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,24,0,1,0,0,1,0,1,,,
10439,"Houlahan, Chrissy",21934,116,2019,PA,6,1,2018,1,59,0,1,18,0,0,0,0,3481,0,0,0,0,1,0,0,0,0,1,1,240,229,100,"HOULAHAN, Christina",H001085,1967,,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0,0,0,1,0,1,,,
10440,"Hoyer, Steny",14873,116,2019,MD,5,1,1981,0,70,0,0,8,0,0,0,0,4900,0,0,1,0,1,1,0,0,0,0,20,240,27,100,"HOYER, Steny Hamilton",H000874,1939,,0,0,0,0,0,4,1,2,2,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,3,2,2,2,3,0,,
10441,"Hudson, Richard",21346,116,2019,NC,8,0,2012,0,55,1,0,13,0,0,0,0,3025,0,0,0,0,0,0,0,1,1,0,4,205,147,200,"HUDSON, Richard",H001067,1971,,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,0,0,1,0,1,2,,
10442,"Huffman, Jared",21303,116,2019,CA,2,1,2012,0,77,0,-1,53,0,1,0,0,5929,0,0,1,1,1,0,0,0,0,0,4,240,63,100,"HUFFMAN, Jared",H001068,1964,,3,0,0,0,0,31,7,3,1,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,35,2,8,4,0,1,1,2,1,,
10443,"Huizenga, Bill",21142,116,2019,MI,2,0,2010,0,55,1,0,14,0,0,0,0,3025,0,0,1,1,0,0,0,1,1,0,5,205,109,200,"HUIZENGA, Bill",H001058,1969,,0,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,11,1,0,1,0,1,1,2,1,,
10444,"Hunter, Duncan",20963,116,2019,CA,50,0,2008,0,52,1,0,53,0,0,0,0,2704,0,0,0,0,0,0,0,1,1,0,6,205,162,200,"HUNTER, Duncan Duane",H001048,1976,,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,1,0,1,1,,
10445,"Hurd, Will",21550,116,2019,TX,23,0,2014,0,49,0,0,36,0,0,1,0,2401,1,0,0,0,0,0,0,0,1,0,3,205,83,200,"HURD, William Ballard",H001073,1977,,1,1,1,1,1,7,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,2,1,2,1,0,1,2,2,,
10446,"Jackson Lee, Sheila",29573,116,2019,TX,18,1,1994,1,75,0,0,36,0,0,1,0,5625,0,0,0,0,1,0,0,0,0,0,13,240,6,100,"JACKSON LEE, Sheila",J000032,1950,,0,0,0,0,0,51,5,6,6,3,1,1,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,52,6,6,6,3,1,3,3,1,,
10447,"Jacobs, Christopher",21990,116,2019,NY,27,0,2020,0,52,0,0,27,0,0,0,0,2704,0,0,1,0,0,0,0,1,1,1,1,205,196,200,"JACOBS, Chris",J000020,1966,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,1,,,
10448,"Jayapal, Pramila",21726,116,2019,WA,7,1,2016,1,84,-1,0,10,0,1,0,0,7056,0,0,1,0,1,0,0,1,0,0,2,240,153,100,"JAYAPAL, Pramila",J000298,1965,,0,0,0,0,0,24,2,2,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,25,1,3,2,0,1,1,2,0,,
10449,"Jeffries, Hakeem",21343,116,2019,NY,8,1,2012,0,94,0,0,27,0,0,1,0,8836,0,0,1,1,1,1,0,0,0,0,4,240,30,100,"JEFFRIES, Hakeem",J000294,1970,,1,0,0,0,0,18,8,7,6,1,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,19,6,8,7,1,1,2,3,2,,
10450,"Johnson, Bill",21162,116,2019,OH,6,0,2010,0,69,0,0,16,0,0,0,0,4761,0,0,0,0,0,0,0,1,1,0,5,205,159,200,"JOHNSON, Bill",J000292,1954,,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,1,0,1,1,,
10451,"Johnson, Dusty",21935,116,2019,SD,1,0,2018,0,60,0,0,1,0,0,0,0,3600,0,0,0,0,0,0,0,1,1,1,1,205,56,200,"JOHNSON, Dustin",J000301,1976,,1,1,1,1,1,23,1,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,24,2,2,2,1,0,2,3,,,
10452,"Johnson, Eddie Bernice",39305,116,2019,TX,30,1,1992,1,91,0,0,36,0,0,1,0,8281,0,1,1,0,1,0,0,0,0,0,14,240,26,100,"JOHNSON, Eddie Bernice",J000126,1935,,2,0,1,1,1,21,7,7,6,1,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,23,7,7,8,2,3,1,2,0,,
10453,"Johnson, Hank Jr.",20712,116,2019,GA,4,1,2006,0,79,0,0,14,0,1,1,0,6241,0,0,0,0,1,0,0,0,0,0,7,240,120,100,"JOHNSON, Hank",J000288,1954,,1,0,0,0,0,25,4,4,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,26,2,4,4,0,1,1,2,0,,
10454,"Johnson, Mike",21727,116,2019,LA,4,0,2016,0,64,1,0,6,0,0,0,0,4096,0,0,1,0,0,0,0,1,1,0,2,205,115,200,"JOHNSON, Mike",J000299,1972,,1,1,1,1,1,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,13,1,1,1,1,0,1,2,2,,
10455,"Jones, Walter",29546,116,2019,NC,3,0,1994,0,100,0,0,13,0,0,0,0,10000,0,0,1,0,0,0,0,0,1,0,13,205,194,200,"JONES, Walter Beaman, Jr.",J000255,1943,,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,1,0,1,0,,
10456,"Jordan, Jim",20738,116,2019,OH,4,0,2006,0,65,1,0,16,0,0,0,0,4225,0,0,1,0,0,0,0,1,1,0,7,205,202,200,"JORDAN, Jim",J000289,1964,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,1,0,,
10457,"Joyce, David",21353,116,2019,OH,14,0,2012,0,55,0,0,16,0,0,0,0,3025,1,0,0,0,0,0,0,0,1,0,4,205,18,200,"JOYCE, David",J000295,1957,,1,1,1,1,1,10,2,2,2,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,11,3,3,3,2,1,3,3,0,,
10458,"Joyce, John",21936,116,2019,PA,13,0,2018,0,71,1,0,18,0,0,0,0,5041,0,0,0,0,0,0,0,1,1,1,1,205,94,200,"JOYCE, John",J000302,1957,,1,0,0,0,0,8,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,1,0,0,1,2,,,
10459,"Kaptur, Marcy",15029,116,2019,OH,9,1,1982,1,68,0,0,16,0,1,0,0,4624,1,0,0,0,1,0,0,0,0,0,19,240,190,100,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946,,1,1,1,1,0,16,0,3,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,17,2,1,4,0,2,0,1,0,,
10460,"Katko, John",21542,116,2019,NY,24,0,2014,0,53,0,0,27,0,0,0,0,2809,0,0,0,0,0,0,0,0,1,0,3,205,3,200,"KATKO, John",K000386,1962,,1,1,1,1,1,41,7,8,6,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,42,7,8,9,1,0,5,3,5,,
10461,"Keating, William",21140,116,2019,MA,9,1,2010,0,59,0,0,9,0,1,0,0,3481,0,0,1,0,1,0,0,0,0,0,5,240,140,100,"KEATING, William R.",K000375,1952,,0,0,0,0,0,10,4,4,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,10,2,4,4,0,1,1,2,1,,
10462,"Keller, Fred",21985,116,2019,PA,12,0,2019,0,68,1,0,18,0,0,0,0,4624,0,0,1,0,0,0,0,1,1,1,1,205,127,200,"KELLER, Fred",K000395,1965,,1,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,1,1,0,1,2,,,
10463,"Kelly, Mike",21167,116,2019,PA,16,0,2010,0,52,0,0,18,0,0,0,0,2704,1,0,0,0,0,0,0,1,1,0,5,205,155,200,"KELLY, Mike",K000376,1948,,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,1,0,1,2,,
10464,"Kelly, Robin",21371,116,2019,IL,2,1,2012,1,81,0,0,18,0,0,0,0,6561,0,0,1,0,1,0,0,0,0,0,4,240,24,100,"KELLY, Robin L.",K000385,1956,,1,1,1,1,1,33,6,5,3,2,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,34,4,7,6,3,1,3,3,1,,
10465,"Kelly, Trent",21561,116,2019,MS,1,0,2015,0,67,1,0,4,0,0,0,0,4489,0,0,0,0,0,0,0,1,1,0,3,205,87,200,"KELLY, Trent",K000388,1966,,3,0,0,0,0,12,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,15,1,1,1,0,0,1,2,0,,
10466,"Kennedy, Joseph",21335,116,2019,MA,4,1,2012,0,98,0,0,9,0,0,0,0,9604,0,0,0,0,1,0,0,0,0,0,4,240,103,100,"KENNEDY, Joseph P. III",K000379,1980,,0,0,0,0,0,33,2,2,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,33,1,2,2,1,1,1,2,1,,
10467,"Khanna, Ro",21728,116,2019,CA,17,1,2016,1,75,-1,0,53,0,0,0,0,5625,0,0,0,0,1,0,0,0,0,0,2,240,32,100,"KHANNA, Rohit",K000389,1976,,2,1,1,1,1,30,5,4,3,2,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,32,4,6,5,3,1,3,3,1,,
10468,"Kildee, Daniel",21372,116,2019,MI,5,1,2012,0,60,0,0,14,0,0,0,0,3600,1,0,0,0,1,0,0,0,0,0,4,240,213,100,"KILDEE, Dan",K000380,1958,,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,26,0,1,0,0,1,0,1,0,,
10469,"Kilmer, Derek",21368,116,2019,WA,6,1,2012,0,64,0,0,10,0,0,0,0,4096,1,1,1,0,1,0,0,0,0,0,4,240,117,100,"KILMER, Derek",K000381,1974,,1,1,1,1,1,31,3,3,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,32,3,4,4,1,3,0,1,1,,
10470,"Kim, Andrew",21937,116,2019,NJ,3,1,2018,0,50,0,0,12,0,1,0,0,2500,0,0,0,0,1,0,0,0,0,1,1,240,62,100,"KIM, Andy",K000394,1982,,1,0,1,1,1,26,6,6,4,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,27,5,6,7,1,1,2,3,,,
10471,"Kind, Ron",29769,116,2019,WI,3,1,1996,0,60,0,0,8,0,0,0,0,3600,1,0,0,0,1,0,0,0,0,0,12,240,59,100,"KIND, Ron",K000188,1963,,1,0,0,0,0,46,4,4,2,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,48,2,4,4,1,1,1,2,0,,
10472,"King, Peter",29375,116,2019,NY,2,0,1992,0,53,0,0,27,0,0,0,0,2809,0,0,0,0,0,0,0,0,1,0,14,205,16,200,"KING, Peter T.",K000210,1944,,3,0,0,0,0,23,2,3,2,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,26,2,2,3,1,1,2,3,1,,
10473,"King, Steve",20325,116,2019,IA,4,0,2002,0,50,1,0,4,0,0,0,0,2500,0,0,1,0,0,0,0,1,1,0,9,205,86,200,"KING, Steve",K000362,1949,,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,42,0,0,0,0,1,1,2,1,,
10474,"Kinzinger, Adam",21128,116,2019,IL,16,0,2010,0,59,0,0,18,0,0,0,0,3481,0,0,0,0,0,0,0,0,1,0,5,205,43,200,"KINZINGER, Adam",K000378,1978,,0,0,0,0,0,24,3,3,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,24,1,3,3,0,1,2,3,1,,
